"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"755","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 Mar 11 2016 TotalN","Sample-Routine","Water",NA,2016-03-11,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.333","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-03-11,NA,NA,NA,NA,NA,"STORET",2016-03-11 18:00:00,NA,"Nitrogen Total mg/l"
"756","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 May 17 2016 TotalN","Sample-Routine","Water",NA,2016-05-17,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","2.344","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-05-17,NA,NA,NA,NA,NA,"STORET",2016-05-17 18:00:00,NA,"Nitrogen Total mg/l"
"757","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-116-PFMC-Mar 19-nitrogen","Sample-Routine","Water",NA,2019-03-15,"10:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.344","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-15,NA,NA,NA,NA,NA,"STORET",2019-03-15 16:50:00,NA,"Nitrogen Total ppm"
"758","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-143-PFMC-Aug 19-nitrogen","Sample-Routine","Water",NA,2019-08-02,"09:09:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.435","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-08-02,NA,NA,NA,NA,NA,"STORET",2019-08-02 15:09:00,NA,"Nitrogen Total ppm"
"759","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 May 10 2016 TotalN","Sample-Routine","Water",NA,2016-05-10,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.658","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-05-10,NA,NA,NA,NA,NA,"STORET",2016-05-10 18:00:00,NA,"Nitrogen Total mg/l"
"760","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD4 Dec 10 2015 TotalN","Sample-Routine","Water",NA,2015-12-10,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD4",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.382","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-12-10,NA,NA,NA,NA,NA,"STORET",2015-12-10 18:00:00,NA,"Nitrogen Total mg/l"
"761","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-125-MCSBSC-May 19-nitrogen","Sample-Routine","Water",NA,2019-05-12,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.297","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-05-12,NA,NA,NA,NA,NA,"STORET",2019-05-12 18:00:00,NA,"Nitrogen Total ppm"
"762","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-88-RC-Aug 18-nitrogen","Sample-Routine","Water",NA,2018-08-03,"12:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.598","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-08-03,NA,NA,NA,NA,NA,"STORET",2018-08-03 18:05:00,NA,"Nitrogen Total ppm"
"763","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-125-ECC-May 19-nitrogen","Sample-Routine","Water",NA,2019-05-12,"10:02:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.225","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-05-12,NA,NA,NA,NA,NA,"STORET",2019-05-12 16:02:00,NA,"Nitrogen Total ppm"
"764","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-93-NBC-Sep 18-nitrogen","Sample-Routine","Water",NA,2018-09-14,"10:57:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.044","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-09-14,NA,NA,NA,NA,NA,"STORET",2018-09-14 16:57:00,NA,"Nitrogen Total ppm"
"765","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-100-PFMC-Nov 18-nitrogen","Sample-Routine","Water",NA,2018-11-14,"07:55:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.481","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-11-14,NA,NA,NA,NA,NA,"STORET",2018-11-14 13:55:00,NA,"Nitrogen Total ppm"
"766","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-115-CC-Mar 19-nitrogen","Sample-Routine","Water",NA,2019-03-22,"12:32:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.357","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-22,NA,NA,NA,NA,NA,"STORET",2019-03-22 18:32:00,NA,"Nitrogen Total ppm"
"767","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 Mar 20 2015 TotalN","Sample-Routine","Water",NA,2015-03-20,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.396","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-03-20,NA,NA,NA,NA,NA,"STORET",2015-03-20 18:00:00,NA,"Nitrogen Total mg/l"
"768","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-91-RC-Aug 18-nitrogen","Sample-Routine","Water",NA,2018-08-24,"13:19:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.518","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-08-24,NA,NA,NA,NA,NA,"STORET",2018-08-24 19:19:00,NA,"Nitrogen Total ppm"
"769","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 May 26 2015 TotalN","Sample-Routine","Water",NA,2015-05-26,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.702","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-05-26,NA,NA,NA,NA,NA,"STORET",2015-05-26 18:00:00,NA,"Nitrogen Total mg/l"
"770","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD3 Aug 11 2015 TotalN","Sample-Routine","Water",NA,2015-08-11,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD3",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.379","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-08-11,NA,NA,NA,NA,NA,"STORET",2015-08-11 18:00:00,NA,"Nitrogen Total mg/l"
"771","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-110-NBC-Fev 19-nitrogen","Sample-Routine","Water",NA,2019-02-01,"09:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.427","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-02-01,NA,NA,NA,NA,NA,"STORET",2019-02-01 15:45:00,NA,"Nitrogen Total ppm"
"772","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-11 CC-Dec 16-Nitrogen","Sample-Routine","Water",NA,2016-12-19,"12:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.549","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-12-19,NA,NA,NA,NA,NA,"STORET",2016-12-19 18:40:00,NA,"Nitrogen Total ppm"
"773","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-24 CC-Mar 17-nitorgen","Sample-Routine","Water",NA,2017-03-31,"14:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.639","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-03-31,NA,NA,NA,NA,NA,"STORET",2017-03-31 20:15:00,NA,"Nitrogen Total ppm"
"774","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-98-PFMC-Oct 18-nitrogen","Sample-Routine","Water",NA,2018-10-19,"10:22:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.311","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-10-19,NA,NA,NA,NA,NA,"STORET",2018-10-19 16:22:00,NA,"Nitrogen Total ppm"
"775","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-148-PFMC-Sep 19-nitrogen","Sample-Routine","Water",NA,2019-09-08,"11:18:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.51","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-09-08,NA,NA,NA,NA,NA,"STORET",2019-09-08 17:18:00,NA,"Nitrogen Total ppm"
"776","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-105-CC-Dec 19-nitrogen","Sample-Routine","Water",NA,2018-12-17,"12:10:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.304","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-12-17,NA,NA,NA,NA,NA,"STORET",2018-12-17 18:10:00,NA,"Nitrogen Total ppm"
"777","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-15 SLBC-Jan 16-Nitrogen","Sample-Routine","Water",NA,2017-01-27,"13:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.914","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-01-27,NA,NA,NA,NA,NA,"STORET",2017-01-27 19:15:00,NA,"Nitrogen Total ppm"
"778","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-30 CLC-May 17-nitorgen","Sample-Routine","Water",NA,2017-05-12,"11:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.339","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-05-12,NA,NA,NA,NA,NA,"STORET",2017-05-12 17:30:00,NA,"Nitrogen Total ppm"
"779","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jun 22 2016 TotalN","Sample-Routine","Water",NA,2016-06-22,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.567","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-06-22,NA,NA,NA,NA,NA,"STORET",2016-06-22 18:00:00,NA,"Nitrogen Total mg/l"
"780","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jan 20 2017 TotalN","Sample-Routine","Water",NA,2017-01-20,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.539","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-01-20,NA,NA,NA,NA,NA,"STORET",2017-01-20 18:00:00,NA,"Nitrogen Total mg/l"
"781","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-31 MCSBSC-May 17-nitorgen","Sample-Routine","Water",NA,2017-05-26,"12:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.494","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-05-26,NA,NA,NA,NA,NA,"STORET",2017-05-26 18:50:00,NA,"Nitrogen Total ppm"
"782","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-56-NBC- Nov 17- nitrogen","Sample-Routine","Water",NA,2017-11-30,"10:03:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.631","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-11-30,NA,NA,NA,NA,NA,"STORET",2017-11-30 16:03:00,NA,"Nitrogen Total ppm"
"783","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-136-NBC-Jun 19-nitrogen","Sample-Routine","Water",NA,2019-06-21,"10:31:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.231","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-06-21,NA,NA,NA,NA,NA,"STORET",2019-06-21 16:31:00,NA,"Nitrogen Total ppm"
"784","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-93-PFMC-Sep 18-nitrogen","Sample-Routine","Water",NA,2018-09-14,"10:26:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.505","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-09-14,NA,NA,NA,NA,NA,"STORET",2018-09-14 16:26:00,NA,"Nitrogen Total ppm"
"785","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-125-PFMC-May 19-nitrogen","Sample-Routine","Water",NA,2019-05-12,"10:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.24","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-05-12,NA,NA,NA,NA,NA,"STORET",2019-05-12 16:40:00,NA,"Nitrogen Total ppm"
"786","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-40-RC-July 17-nitrogen","Sample-Routine","Water",NA,2017-07-25,"12:07:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.755","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-07-25,NA,NA,NA,NA,NA,"STORET",2017-07-25 18:07:00,NA,"Nitrogen Total ppm"
"787","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-6 RC-Nov 16-Nitrogen","Sample-Routine","Water",NA,2016-11-17,"11:35:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.998","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-11-17,NA,NA,NA,NA,NA,"STORET",2016-11-17 17:35:00,NA,"Nitrogen Total ppm"
"788","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jul 14 2017 TotalN","Sample-Routine","Water",NA,2017-07-14,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.837","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-07-14,NA,NA,NA,NA,NA,"STORET",2017-07-14 18:00:00,NA,"Nitrogen Total mg/l"
"789","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-62-MCSBSC-Jan 18-nitrogen","Sample-Routine","Water",NA,2018-01-24,"11:29:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.285","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-01-24,NA,NA,NA,NA,NA,"STORET",2018-01-24 17:29:00,NA,"Nitrogen Total ppm"
"790","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-23 PFMC-Mar 17-nitrogen","Sample-Routine","Water",NA,2017-03-24,"10:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.455","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-03-24,NA,NA,NA,NA,NA,"STORET",2017-03-24 16:50:00,NA,"Nitrogen Total ppm"
