"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"21","USGS-TX","USGS Texas Water Science Center","nwistx.01.01000914","Quality Control Sample-Field Replicate","Water","Surface Water",2010-06-16,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-1690109 Volume filtered for TPCN samples = 14, 20, 09   Please send copy of lab log-in to macherry@usgs.gov",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","Open-Mouth Bottle",NA,"Nitrogen","Suspended",0.717,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-08-13,NA,"Laboratory Reporting Level",0.034,"mg/l",NA,"NWIS",2010-06-16 15:30:00,NA,"Nitrogen Suspended mg/l"
"22","USGS-TX","USGS Texas Water Science Center","nwistx.01.01402126","Sample-Routine","Water","Surface Water",2014-06-25,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-1780110 Date/time equip last used 06/12/14 @ Rosharon. TPCN 1 =11.5mL, TPCN 2 =10.5mL, TPCN 3 =12.0mL Processed samples in Houston lab, no QW van. L-1780110 Received June 26, 2014",NA,"Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.322,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-09-12,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-06-25 14:00:00,NA,"Nitrogen Suspended mg/l"
"23","USGS-TX","USGS Texas Water Science Center","nwistx.01.01400154","Sample-Routine","Water","Surface Water",2013-10-29,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-3050175 TPCN filter volume = 30mL L-3050175 proposal corrected to CL14NAWTX per Ging,paa,11/6/13",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Nitrogen","Suspended",1.28,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-02-11,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2013-10-29 14:00:00,NA,"Nitrogen Suspended mg/l"
"24","USGS-TX","USGS Texas Water Science Center","nwistx.01.01302082","Sample-Routine","Water","Surface Water",2013-06-20,"13:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08116650","A-1760119 TPCN VOLUMES: FILTER #1 = 22.5mL  FILTER #2 = 24.0mL  FILTER #3 = 24.5mL  Equipment last used Rosharon, TX 06/06/2013",NA,"Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.031,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-09-13,"below the reporting level but at or above the detection level","Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-06-20 18:00:00,NA,"Nitrogen Suspended mg/l"
"25","USGS-TX","USGS Texas Water Science Center","nwistx.01.01401195","Sample-Routine","Water","Surface Water",2014-04-07,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057200","A-1010166 TPCN volumes: 26, 27, 26",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.221,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-06-17,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-04-07 17:30:00,NA,"Nitrogen Suspended mg/l"
"26","USGS-TX","USGS Texas Water Science Center","nwistx.01.01604812","Sample-Routine","Water","Surface Water",2016-08-18,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650",NA,NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.92,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-09-20,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-08-18 15:00:00,NA,"Nitrogen Suspended mg/l"
"27","USGS-TX","USGS Texas Water Science Center","nwistx.01.01604038","Quality Control Sample-Field Replicate","Water","Surface Water",2016-07-07,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-47684A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",0.585,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-08-03,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-07-07 15:00:00,NA,"Nitrogen Suspended mg/l"
"28","USGS-TX","USGS Texas Water Science Center","nwistx.01.01801925","Sample-Routine","Water","Surface Water",2018-04-16,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650",NA,NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.67,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-05-23,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-04-16 15:30:00,NA,"Nitrogen Suspended mg/l"
"29","USGS-TX","USGS Texas Water Science Center","nwistx.01.01703134","Sample-Routine","Water","Surface Water",2017-08-08,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-52064A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.27,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-09-07,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-08-08 16:00:00,NA,"Nitrogen Suspended mg/l"
"30","USGS-TX","USGS Texas Water Science Center","nwistx.01.00302773","Sample-Routine","Water","Surface Water",2003-09-08,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.204,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-11-07,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-09-08 14:30:00,NA,"Nitrogen Suspended mg/l"
"31","USGS-TX","USGS Texas Water Science Center","nwistx.01.01301830","Sample-Routine","Water","Surface Water",2013-06-04,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057410","A-1580059 TPCN volumes - 22, 22, 21 L-1580059 Received June 6, 2013",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.346,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-08-14,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-06-04 17:00:00,NA,"Nitrogen Suspended mg/l"
"32","USGS-TX","USGS Texas Water Science Center","nwistx.01.01604345","Sample-Routine","Water","Surface Water",2016-07-20,"13:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-48507A",NA,"Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.244,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-08-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-07-20 18:20:00,NA,"Nitrogen Suspended mg/l"
"33","USGS-TX","USGS Texas Water Science Center","nwistx.01.00900635","Sample-Routine","Water","Surface Water",2009-05-19,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-1410016 Volume filtered for TPCN samples (x3) = 12, 14, 37 L-1410016 X = Time taken from sample",NA,"Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.61,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-06-04,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-05-19 17:30:00,NA,"Nitrogen Suspended mg/l"
"34","USGS-TX","USGS Texas Water Science Center","nwistx.01.01603579","Sample-Routine","Water","Surface Water",2016-06-15,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-47683A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",1.13,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-07-14,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-06-15 15:00:00,NA,"Nitrogen Suspended mg/l"
"35","USGS-TX","USGS Texas Water Science Center","nwistx.01.01402733","Sample-Routine","Water","Surface Water",2014-08-04,"12:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS - Texas Water Science Center","USGS-08057410","A-2180121 TPCN volumes: 22, 21, 23",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.274,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-10-31,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-08-04 17:50:00,NA,"Nitrogen Suspended mg/l"
"36","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900040","Sample-Routine","Water","Surface Water",2018-10-23,"11:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-55502G",NA,"Falling stage","Routine sample","30","USGS parameter code 82398","Single vertical","Weighted-bottle sampler","Not Detected","Nitrogen","Suspended",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-13,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-10-23 16:10:00,NA,"Nitrogen Suspended NA"
"37","USGS-TX","USGS Texas Water Science Center","nwistx.01.01001377","Sample-Routine","Water","Surface Water",2010-09-09,"12:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","L-2530493 Received September 11, 2010",NA,"Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","Open-Mouth Bottle",NA,"Nitrogen","Suspended",0.37,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-11-23,NA,"Laboratory Reporting Level",0.034,"mg/l",NA,"NWIS",2010-09-09 17:20:00,NA,"Nitrogen Suspended mg/l"
"38","USGS-TX","USGS Texas Water Science Center","nwistx.01.01702881","Sample-Routine","Water","Surface Water",2017-07-12,"10:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-51526A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.194,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-08-09,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-07-12 15:40:00,NA,"Nitrogen Suspended mg/l"
"39","USGS-TX","USGS Texas Water Science Center","nwistx.01.01503848","Sample-Routine","Water","Surface Water",2015-07-22,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-42275A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.593,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-08-05,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-07-22 16:00:00,NA,"Nitrogen Suspended mg/l"
"40","USGS-TX","USGS Texas Water Science Center","nwistx.01.01602957","Sample-Routine","Water","Surface Water",2016-05-24,"13:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-47376A",NA,"Stable, high stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.231,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-06-14,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-05-24 18:30:00,NA,"Nitrogen Suspended mg/l"
"41","USGS-TX","USGS Texas Water Science Center","nwistx.01.00301660","Sample-Routine","Water","Surface Water",2003-07-08,"15:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000",NA,NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.122,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-09-03,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-07-08 20:10:00,NA,"Nitrogen Suspended mg/l"
"42","USGS-TX","USGS Texas Water Science Center","nwistx.01.01500129","Sample-Routine","Water","Surface Water",2014-10-08,"12:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS - Texas Water Science Center","USGS-08057410","A-2870027 TPCN volumes: 21, 23, 23 L-2870027 Received October 10, 2014",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.295,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-01-12,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-10-08 17:15:00,NA,"Nitrogen Suspended mg/l"
"43","USGS-TX","USGS Texas Water Science Center","nwistx.01.01602958","Sample-Routine","Water","Surface Water",2016-05-23,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-47379A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",1.4,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-06-14,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-05-23 17:30:00,NA,"Nitrogen Suspended mg/l"
"44","USGS-TX","USGS Texas Water Science Center","nwistx.01.00301371","Sample-Routine","Water","Surface Water",2003-05-08,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","L-1320135 RU is extra, no asr or btl requests, field values provided by district, paa, 5/12/03",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.319,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-06-06,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-05-08 15:00:00,NA,"Nitrogen Suspended mg/l"
"45","USGS-TX","USGS Texas Water Science Center","nwistx.01.01000050","Sample-Routine","Water","Surface Water",2009-10-08,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-08057410","A-2820153 Attention: Charlie Patton TPCN 25mL of sample passed through each filter",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.356,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-01-14,NA,"Laboratory Reporting Level",0.034,"mg/l",NA,"NWIS",2009-10-08 15:00:00,NA,"Nitrogen Suspended mg/l"
"46","USGS-TX","USGS Texas Water Science Center","nwistx.01.00401721","Sample-Routine","Water","Surface Water",2004-06-02,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","L-1560209 x= cooler received late (6/4/04) according to DOI contract with FedEX. File claim with FedEX.com for late delivery charges.",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.332,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2004-06-30,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2004-06-02 17:00:00,NA,"Nitrogen Suspended mg/l"
"47","USGS-TX","USGS Texas Water Science Center","nwistx.01.01901539","Sample-Routine","Water","Surface Water",2019-05-28,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650",NA,NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.459,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-06-27,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-05-28 15:00:00,NA,"Nitrogen Suspended mg/l"
"48","USGS-TX","USGS Texas Water Science Center","nwistx.01.01503283","Sample-Routine","Water","Surface Water",2015-06-25,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-43028A",NA,"Peak stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96 bag sampler",NA,"Nitrogen","Suspended",0.278,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-07-20,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-06-25 17:30:00,NA,"Nitrogen Suspended mg/l"
"49","USGS-TX","USGS Texas Water Science Center","nwistx.01.01703692","Sample-Routine","Water","Surface Water",2017-08-22,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-52281A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.215,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-09-20,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-08-22 15:30:00,NA,"Nitrogen Suspended mg/l"
"50","USGS-TX","USGS Texas Water Science Center","nwistx.01.01504593","Sample-Routine","Water","Surface Water",2015-09-09,"12:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-44938A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.495,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-09-23,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-09-09 17:40:00,NA,"Nitrogen Suspended mg/l"
